name,category,type,city,street
Taza Smoothies and Wraps,amenity,restaurant,,
Tazaki Sushi,amenity,restaurant,,Judah Street
Tazza D’ Amore,amenity,cafe,,4th Street
TC Pastry,amenity,cafe,San Francisco,Irving Street
TC Rentals,shop,rental,San Francisco,California Avenue
TC Salon,shop,beauty,San Francisco,24th Street
Tea & Others,amenity,cafe,San Francisco,Divisadero Street
Tea for Me,amenity,cafe,San Francisco,Taraval Street
Tea House,amenity,cafe,,
Tea Hut,amenity,cafe,,California Street
Tea Plus,shop,tea,,San Bruno Avenue
Tea Rex,amenity,cafe,San Francisco,Mission Street
Tea Square Boba,shop,beverages,,
Tea Tree Grove,natural,wood,,
"Tea, Porcelain, and Silk, the China Trade",tourism,information,,
Teaching Tots Preschool,amenity,kindergarten,San Francisco,Irving Street
Teaching Tots Preschool,building,yes,San Francisco,Irving Street
Teacup Sandwiches,other,yes,,Balboa Street
Teakwood by Burma Love,amenity,restaurant,San Francisco,Grove Street
Teas with Meaning,other,yes,,
Teaspoon,amenity,cafe,San Francisco,Polk Street
Teawood Cafe,amenity,restaurant,San Francisco,Geary Boulevard
Teazzert Pho You,amenity,restaurant,San Francisco,Geneva Avenue
TechSoup,office,ngo,San Francisco,Brannan Street
TechSoup,other,yes,San Francisco,Brannan Street
Ted & Al's Service Center,shop,car_repair,,Stanyan Street
Ted & Al's Towing,shop,car_repair,San Francisco,Fell Street
Ted Baker,other,yes,San Francisco,Grant Avenue
Ted's Market and Deli,shop,deli,,Howard Street
Teddy Avenue,highway,residential,,
Teddy's Market,shop,convenience,San Francisco,Teddy Avenue
Teeth,amenity,bar,,Mission Street
Teeth Genie,shop,pet_grooming,,Clement Street
Tefani & So,shop,pet_grooming,,9th Street
Tekka House,amenity,restaurant,San Francisco,Chenery Street
Telegraph Crossfit,leisure,fitness_centre,San Francisco,Geary Boulevard
Telegraph Hill,natural,peak,,
Telegraph Hill,place,neighbourhood,,
Telegraph Hill Apartments,building,apartments,San Francisco,Union Street
Telegraph Hill Books,shop,books,San Francisco,Grant Avenue
Telegraph Hill Boulevard,highway,service,,
Telegraph Hill Boulevard & Filbert Street,highway,bus_stop,,
Telegraph Hill Boulevard & Filbert Street,other,yes,,
Telegraph Hill Boulevard & Greenwich Street,highway,bus_stop,,
Telegraph Hill Boulevard & Greenwich Street,other,yes,,
Telegraph Hill Boulevard & Greenwich Street,other,yes,,
Telegraph Hill Cooperative Nursery School,amenity,kindergarten,,
Telegraph Hill Neighborhood Center (TEL HI),amenity,kindergarten,,
Telegraph Hill Neighborhood Center (TEL HI),office,association,,
Telegraph Hill Semaphore,other,yes,,
Telegraph Place,highway,service,,
Telescope Coffee,amenity,cafe,San Francisco,9th Street
Telescope Coffee,amenity,cafe,,
Temescal Terrace,highway,residential,,
Temo's Coffee,amenity,cafe,San Francisco,24th Street
Temper Insulation,building,yes,San Francisco,Folsom Street
Temperate Asia Garden,leisure,garden,,
Tempest,amenity,pub,San Francisco,Natoma Street
Temple Baptist Church,amenity,place_of_worship,San Francisco,19th Avenue
Temple Emanu-el,amenity,place_of_worship,,
Temple Gate,building,yes,,
Temple Night Club,amenity,nightclub,San Francisco,Howard Street
Temple of the Third Place,amenity,place_of_worship,,Haight Street
Temple Sherith Israel,amenity,place_of_worship,San Francisco,California Street
Temple United Methodist Church,amenity,place_of_worship,,
Templeton Avenue,highway,residential,,
Templeton Avenue & Brunswick Street,highway,bus_stop,,
Templeton Avenue & Brunswick Street,other,yes,,
Templeton Avenue & Hanover Street,highway,bus_stop,,
Templeton Avenue & Hanover Street,other,yes,,
Templo Calvario,amenity,place_of_worship,,
Templo de la Fe,amenity,place_of_worship,,
Templo Lirio De Los Valles,amenity,place_of_worship,,23rd Street
Temporary Annex 1,building,university,,
Temporary Annex 2,building,university,,
Temporary Annex 2,building,university,,
Tempus Ex Machina,building,yes,San Francisco,Brannan Street
Ten Tigers,shop,beauty,,
Tender Greens,amenity,fast_food,San Francisco,Fremont Street
Tender Greens,other,yes,,King Street
Tenderheart,amenity,restaurant,San Francisco,Market Street
Tenderloin,place,quarter,,
Tenderloin Children's Playground,leisure,park,,
Tenderloin Children's Playground,leisure,playground,,
Tenderloin Community School,amenity,school,,
Tenderloin Housing,office,company,,
Tenderloin Liquor,shop,alcohol,,
Tenderloin Museum,tourism,museum,San Francisco,Eddy Street
Tenderloin Peoples' Garden,leisure,garden,,
Tenderloin People’s Garden,leisure,garden,,
Tenderloin Police Station,amenity,police,San Francisco,Eddy Street
Tenderloin Recreation Center,amenity,community_centre,San Francisco,Ellis Street
Tenglong Chinese Restaurant,amenity,restaurant,,Clement Street
Tenmatsu Grab and Go,amenity,fast_food,San Francisco,Kearny Street
Tennessee Grill,amenity,restaurant,San Francisco,Taraval Street
Tennessee Hollow Trail,highway,footway,,
Tennessee Pump Station,other,yes,,
Tennessee Street,highway,unclassified,,
Tennessee Street & 18th Street,highway,bus_stop,,
Tennessee Street & 18th Street,highway,stop,,
Tennis Center/Dahlia Dell,highway,bus_stop,,
Tennis Center/Dahlia Dell,highway,stop,,
Tennis Court Rules,tourism,information,,
Tennis Court Rules,tourism,information,,
Tenren's Tea,other,yes,,
TenRen's Tea,shop,tea,,
Tenrikyo America West Church,amenity,place_of_worship,,
Tenroku Sushi,amenity,restaurant,,
Teo Restaurant & Bar,amenity,restaurant,San Francisco,Mission Street
"Tepper Little League Field #1",leisure,sports_centre,,4th Street
Teranga,amenity,restaurant,,
Teranga,amenity,restaurant,,
Teresita Boulevard,highway,residential,,
Teresita Boulevard,highway,tertiary,,
Teresita Boulevard & Bella Vista Way,highway,bus_stop,,
Teresita Boulevard & Bella Vista Way,other,yes,,
Teresita Boulevard & El Sereno Court,highway,bus_stop,,
Teresita Boulevard & El Sereno Court,other,yes,,
Teresita Boulevard & Evelyn Way,highway,bus_stop,,
Teresita Boulevard & Evelyn Way,other,yes,,
Teresita Boulevard & Foerster Street (North Junction),highway,bus_stop,,
Teresita Boulevard & Foerster Street (North Junction),other,yes,,
Teresita Boulevard & Foerster Street (South Junction),highway,bus_stop,,
Teresita Boulevard & Foerster Street (South Junction),other,yes,,
Teresita Boulevard & Fowler Avenue,highway,bus_stop,,
Teresita Boulevard & Fowler Avenue,other,yes,,
Teresita Boulevard & Gaviota Avenue,highway,bus_stop,,
Teresita Boulevard & Gaviota Avenue,other,yes,,
Teresita Boulevard & Isola Way,highway,bus_stop,,
Teresita Boulevard & Isola Way,other,yes,,
Teresita Boulevard & Marietta Drive (North Junction),highway,bus_stop,,
Teresita Boulevard & Marietta Drive (North Junction),other,yes,,
Teresita Boulevard & Marietta Drive (South Junction),highway,bus_stop,,
Teresita Boulevard & Marietta Drive (South Junction),other,yes,,
Teresita Boulevard & Portola Drive,highway,bus_stop,,
Teresita Boulevard & Portola Drive,other,yes,,
Teresita Boulevard & Reposa Way,highway,bus_stop,,
Teresita Boulevard & Reposa Way,other,yes,,
Teresita Boulevard & Stillings Avenue,highway,bus_stop,,
Teresita Boulevard & Stillings Avenue,other,yes,,
Teresita Boulevard & Stillings Avenue,other,yes,,
Terminus,amenity,bar,,California Street
Terpsichora Ballet School,leisure,dance,San Francisco,Bush Street
Terra Cotta Warrior,amenity,restaurant,,Judah Street
Terra Vista Avenue,highway,residential,,
Terrace Cafe,amenity,cafe,,
Terrace cafe,amenity,cafe,,
Terrace Green Park,leisure,park,,
Terrace Green Park Playground,leisure,playground,,
Terrace Walk,highway,steps,,
Terrasol,shop,gift,,California Street
Terravita,other,yes,,Linden Street
Terry A. Francois Boulevard,highway,residential,,
Terry A. Francois Boulevard,highway,tertiary,,
Terry A. François Boulevard & 16th Street,highway,bus_stop,,
Terry A. François Boulevard & 16th Street,other,yes,,
Tesla Destination Charger,amenity,charging_station,,
Tesla San Francisco - Van Ness,shop,car,,
Tesla Supercharger,amenity,charging_station,San Francisco,16th Street
Tesla Supercharger,amenity,charging_station,San Francisco,Van Ness Avenue
Tesla Supercharger,amenity,charging_station,San Francisco,Geary Boulevard
Tesla Supercharger,amenity,charging_station,San Francisco,
Tesla Supercharger,amenity,charging_station,San Francisco,Lombard Street
Test Magic,amenity,training,San Francisco,Irving Street
Teuscher,shop,chocolate,San Francisco,Sutter Street
Texaco,amenity,fuel,,
Texas Street,highway,unclassified,,
Texis Jewelry,shop,jewelry,,24th Street
Texture Barber and Beauty,shop,hairdresser,San Francisco,24th Street
Textures,shop,clothes,,
TFM,amenity,cafe,,
Thai Chef,other,yes,,18th Street
Thai Cottage Restaurant,amenity,restaurant,San Francisco,Judah Street
Thai Curry,amenity,restaurant,,McAllister Street
Thai House Express,amenity,restaurant,,Castro Street
Thai Spice,amenity,restaurant,San Francisco,Polk Street
Thai Time,amenity,restaurant,,8th Avenue
Thailand Restaurant,amenity,restaurant,,Castro Street
Thamma Thai Spa,shop,massage,,Gough Street
Thanh Long,amenity,restaurant,,Judah Street
Thanh Tam II,amenity,restaurant,San Francisco,Valencia Street
Thanh Thanh Café,amenity,cafe,,Clement Street
"Thanh Tranh, M.D.",amenity,doctors,San Francisco,O'Farrell Street
Thank You Teachers,tourism,artwork,,
That's Amore SF,amenity,restaurant,,Ocean Avenue
That's It,shop,convenience,San Francisco,Mission Street
That's My Jam,amenity,cafe,San Francisco,Divisadero Street
"The $25 Reward That Cost $2,416,825",tourism,information,,
The 1934 Strike,tourism,information,,
The AA Bakery & Cafe,shop,bakery,San Francisco,Stockton Street
The Abbey,building,yes,,
The Academe at 198,office,property_management,San Francisco,McAllister Street
The Adelaide Hostel,tourism,hostel,San Francisco,Isadora Duncan Lane
The Aesthetic Union,shop,art,,Alabama Street
The Agave Trail,highway,bridleway,,
The Agency,office,estate_agent,San Francisco,24th Street
The Alaska Packers,tourism,information,,
The Alchemist Barbershop,shop,hairdresser,San Francisco,25th Street
The Alcove Theater,amenity,theatre,San Francisco,Mason Street
The Alembic,amenity,bar,San Francisco,Haight Street
The Altum,building,apartments,,Noriega Street
The Ambassador Hotel,building,apartments,,
The Andrews Hotel,tourism,hotel,San Francisco,Post Street
The Animal Company,shop,pet,,24th Street
The Animal Connection,shop,pet,San Francisco,Irving Street
The Animal Connection Pet Supplies,shop,pet,San Francisco,Chestnut Street
The Animal House,shop,pet,San Francisco,Fillmore Street
The APM,shop,clothes,,Clement Street
The Apothecarium,shop,cannabis,San Francisco,Market Street
The Archive,other,yes,,Sutter Street
The Archive,shop,clothes,,Geary Boulevard
The Ark Christian Preschool,amenity,kindergarten,San Francisco,Vicente Street
The Art Bistro,amenity,cafe,San Francisco,Clement Street
The Art of Toys,shop,toys,San Francisco,Clement Street
The Ash & Berry,shop,tea,,
The Audiffred Building,building,retail,San Francisco,The Embarcadero
The Avenue,amenity,social_facility,San Francisco,Van Ness Avenue
The Avenues Transitional Care Center,amenity,hospital,San Francisco,19th Avenue
The Avery,landuse,residential,,
The Bagel Bakery,amenity,fast_food,,
The Bagelry,shop,bakery,,
The Baked Bear,amenity,ice_cream,,Columbus Avenue
The Baked Bear,amenity,ice_cream,San Francisco,Jones Street
The Balanced Atlas,other,yes,,
The Ballroom SF,other,yes,San Francisco,Mission Street
The Band,tourism,artwork,,
The Banker's Heart,tourism,artwork,,
The Bar Method,leisure,fitness_centre,,
The Bar on Dolores,amenity,bar,San Francisco,Dolores Street
The Barbershop,shop,hairdresser,,
The Barcelona,building,yes,San Francisco,Page Street
"The Barnes San Francisco, Tapestry Collection by Hilton",tourism,hotel,San Francisco,Powell Street
"The Barnes San Francisco, Tapestry Collection by Hilton",tourism,hotel,San Francisco,Powell Street
The Barrel Room,amenity,bar,,Sansome Street
The Bartlett Hotel and Guesthouse,tourism,hotel,,O'Farrell Street
The Basque Hotel,tourism,hotel,San Francisco,Romolo Place
The Basque Hotel,tourism,hotel,San Francisco,Romolo Place
The Battery,amenity,events_venue,San Francisco,Battery Street
The Bay,tourism,artwork,,
The Bay Area Metro Center,building,yes,San Francisco,Beale Street
The Bay Bridge,tourism,information,,
The Bay Company,shop,gift,San Francisco,Jefferson Street
The Bay Lands Development Company,building,yes,,
The Beacon,building,apartments,,King Street
The Beat Museum,tourism,museum,San Francisco,Broadway
the beauty lounge coco beauty,shop,beauty,,
The Beehive,amenity,bar,,Valencia Street
The Beez Kneez Skin Care and Acne Clinic,amenity,clinic,,Valencia Street
The Best Bookstore,shop,books,,Powell Street
The Beverly Apartments,building,yes,,
The Big Four,amenity,restaurant,San Francisco,California Street
The Big Pier 37 Fire,tourism,information,,
The Big Strike,tourism,information,,
The Bike Connection,shop,bicycle,San Francisco,Folsom Street
The Bike Hut,shop,bicycle,,
The Biltmore Apartments,building,yes,,Taylor Street
The Bindery,other,yes,,Haight Street
The Bird,amenity,fast_food,San Francisco,Hayes Street
The Bird,amenity,restaurant,,New Montgomery Street
The Bird Cage,amenity,cafe,San Francisco,Sutter Street
The Birthplace of a Great City,other,yes,,
The Bite,amenity,fast_food,,Mission Street
The Bitter End,amenity,pub,,Clement Street
The Black and Brown Social Club,amenity,social_centre,San Francisco,Valencia Street
The Blarney Stone,amenity,bar,,Geary Boulevard
The Bloom Room,shop,cannabis,San Francisco,Jessie Street
The Blue House,other,yes,,
The Blue Room,amenity,bar,,Bush Street
The Boardroom,amenity,pub,,Powell Street
The Booksmith,shop,books,,Haight Street
The Botany Shop Florist,shop,florist,,San Bruno Avenue
The Bowes Center,building,college,,
The Box Shop Mural Project,tourism,artwork,,
The Box Shop SF,other,yes,,Hudson Avenue
The Boys' Deli,other,yes,,
The Brady,landuse,residential,,
The Brannan,landuse,residential,,
The Brazen Head,amenity,restaurant,San Francisco,Buchanan Street
The Brazilian Spot,amenity,cafe,San Francisco,Valencia Street
The Brick Yard,amenity,bar,San Francisco,Union Street
The Bristol,building,apartments,,
The Brixton,amenity,bar,San Francisco,Union Street
The Broadmoor,tourism,hotel,San Francisco,Sutter Street
The Buccaneer,amenity,pub,San Francisco,Polk Street
The Bud Stop,shop,florist,,
The Buena Vista Cafe,other,yes,,
The Buried Fort,tourism,information,,
The Butcher Shop,shop,butcher,,Division Street
The Buzz,shop,hairdresser,San Francisco,Church Street
The C.G. Jung Institute of San Francisco,office,educational_institution,San Francisco,Mission Street
The Cable Car Store,shop,gift,,
The Cafe,amenity,food_court,,
The Cambridge,building,yes,,Ellis Street
The Cannery,building,yes,,
The Cannery,landuse,retail,,
The Canyon,building,apartments,,
The Carmelita,building,apartments,,
The Castro Animal Hospital,amenity,veterinary,,
The CAVALIER,amenity,restaurant,San Francisco,Jessie Street
The Center SF Tea House,amenity,cafe,,Fillmore Street
The Chairman,other,yes,San Francisco,Larkin Street
The Chapel,amenity,nightclub,San Francisco,Valencia Street
The Charles Schwab Building,building,office,San Francisco,Main Street
The Chateau,building,yes,San Francisco,Van Ness Avenue
The Cheese School of San Francisco,office,educational_institution,San Francisco,3rd Street
The Cheesecake Factory,amenity,restaurant,,Geary Street
The Chestnut Bakery,shop,bakery,San Francisco,Chestnut Street
The Chieftain Irish Pub & Restaurant,amenity,pub,San Francisco,5th Street
The Children’s Collection in memory of Harry O. Warren,other,yes,,
The Chowder Hut Grill,amenity,restaurant,San Francisco,Taylor Street
The Church For the Fellowship of All People,building,church,San Francisco,Larkin Street
The Church in San Francisco,amenity,place_of_worship,San Francisco,19th Avenue
The Church of God in San Francisco,amenity,place_of_worship,,
The Church of Jesus Christ of Latter-day Saints,amenity,place_of_worship,,
The Church of Jesus Christ of Latter-day Saints,amenity,place_of_worship,,22nd Avenue
The Cider Press,tourism,artwork,,
The Cinch Saloon,amenity,bar,,Polk Street
The City Club,amenity,bar,,16th Street
The City Club,other,yes,,
The City Club of San Francisco,other,yes,,
The City Taqueria,amenity,restaurant,,
"The City Taqueria #2",amenity,fast_food,,Mission Street
The Civic,building,apartments,,Polk Street
The Civic Kitchen,amenity,school,,Mission Street
"The Clancy, Autograph Collection",tourism,hotel,San Francisco,2nd Street
The Clean Cycle Laundromat,shop,laundry,San Francisco,48th Avenue
The Click,amenity,photo_booth,,Haight Street
The Clift Royal Sonesta San Francisco,tourism,hotel,San Francisco,Geary Street
The Coder School,amenity,training,San Francisco,West Portal Avenue
The Coder School,other,yes,San Francisco,Clement Street
The Codmother Fish and Chips,amenity,fast_food,,Beach Street
The Coffee Berry,amenity,cafe,,Lombard Street
The Coffee Lama,amenity,cafe,San Francisco,Haight Street
The Coffee Movement,amenity,cafe,San Francisco,Washington Street
The Coffee Movement,amenity,cafe,San Francisco,Balboa Street
The Coffee Smith,amenity,cafe,San Francisco,Golden Gate Avenue
The Collective Studios,shop,yes,San Francisco,Fulton Street
The Comet Club,amenity,bar,,
The Commissary,amenity,restaurant,,
The Commons,amenity,community_centre,,
The Commons,leisure,park,,
The Commonwealth Club of California,amenity,community_centre,San Francisco,The Embarcadero
The Comstock,building,yes,,
The Connection,amenity,bar,,
The Container Store,other,yes,,9th Street
The Corinthian,building,apartments,San Francisco,Van Ness Avenue
The Cove Residences,landuse,residential,,
The Crafty Fox,amenity,pub,San Francisco,Mission Street
The Crayon Box Preschool,amenity,childcare,San Francisco,Ocean Avenue
The Crepe House,amenity,cafe,San Francisco,Polk Street
The Crew,amenity,restaurant,San Francisco,Noriega Street
The Crosby on O' Farrell,tourism,hotel,,
The Crossing at East Cut,leisure,park,San Francisco,
The Crêpe Cafe,amenity,cafe,,
The Custom Club,shop,tailor,,
The Custom Made Theatre Co.,office,yes,San Francisco,Mason Street
The Cutting Room,shop,hairdresser,San Francisco,Haight Street
The Dahlia School,amenity,school,,4th Street
The Darkside Initiative,shop,clothes,San Francisco,Powell Street
The Deli King,amenity,cafe,San Francisco,Taraval Street
The Den By Craftsman And Wolves,amenity,cafe,San Francisco,
The Dental Practice,amenity,dentist,,Pine Street
The Dentist Group,amenity,dentist,San Francisco,Gough Street
The Depot,amenity,cafe,,
The Design League,other,yes,,Sutter Street
The Designer Consigner,other,yes,San Francisco,Geary Street
The Detour,amenity,restaurant,San Francisco,Market Street
The Devil's Acre,amenity,pub,San Francisco,Columbus Avenue
The Dog Barber,shop,pet_grooming,,
The Dog House,amenity,fast_food,,
The Dog House,amenity,fast_food,,
The Dog Spa,shop,pet,San Francisco,West Portal Avenue
The Donatello,tourism,hotel,San Francisco,Post Street
The Dr. William L. Gee House,amenity,social_facility,San Francisco,Bush Street
The Drocco/Myers Family Library,amenity,public_bookcase,,
The Dublin House,building,yes,San Francisco,Dublin Street
The Dubliner,amenity,pub,San Francisco,West Portal Avenue
The Dubliner,amenity,pub,San Francisco,24th Street
The Eagle Cafe Moves Up To Pier 39,tourism,information,,
The Eater Point,amenity,restaurant,,
The EcoCloset,shop,second_hand,San Francisco,Mission Street
The Edge,amenity,bar,,18th Street
The Elevated Shops Building,building,yes,,
The Elizabeth Apartments,building,yes,,Jones Street
The Embarcadero,highway,busway,,
The Embarcadero,highway,primary,,
The Embarcadero,highway,residential,,
The Embarcadero,highway,secondary,,
The Embarcadero,highway,unclassified,,
The Embarcadero & Bay Street,highway,bus_stop,,
The Embarcadero & Bay Street,other,yes,,
The Embarcadero & Bay Street,other,yes,,
The Embarcadero & Brannan Street,highway,bus_stop,,
The Embarcadero & Brannan Street,other,yes,,
The Embarcadero & Broadway,other,yes,,
The Embarcadero & Broadway,other,yes,,
The Embarcadero & Folsom Street,highway,bus_stop,,
The Embarcadero & Folsom Street,other,yes,,
The Embarcadero & Green Street,other,yes,,
The Embarcadero & Green Street,other,yes,,
The Embarcadero & Greenwich Street,other,yes,,
The Embarcadero & Howard Street,highway,bus_stop,,
The Embarcadero & Howard Street,other,yes,,
The Embarcadero & Howard Street,other,yes,,
The Embarcadero & Mission Street,highway,bus_stop,,
The Embarcadero & Mission Street,other,yes,,
The Embarcadero & Sansome Street,other,yes,,
The Embarcadero & Townsend Street,highway,bus_stop,,
The Embarcadero & Townsend Street,other,yes,,
The Embarcadero & Washington Street,other,yes,,
The Embarcadero & Washington Street,other,yes,,
The Embarcadero Freeway to Nowhere Comes Down,tourism,information,,
The Enchanting Place,shop,massage,,4th Avenue
The Endup,amenity,nightclub,,6th Street
The Epicurean Trader,amenity,cafe,,
The Epicurean Trader,shop,deli,,
The Epicurean Trader,shop,deli,San Francisco,Cortland Avenue
The Epicurean Trader,shop,deli,San Francisco,Market Street
The Epicurean Trader,shop,deli,San Francisco,Union Street
The Epicurean Trader,shop,deli,San Francisco,Hayes Street
The Era of Earthwork Batteries,tourism,information,,
The Escape Game,leisure,escape_game,,
The Escape Game,leisure,escape_game,San Francisco,Kearny Street
The Esplanade,highway,footway,,
The European,amenity,bar,,
The Eye Institute,amenity,clinic,San Francisco,Van Ness Avenue
The Face Shop,shop,cosmetics,,Post Street
The Faight Collective,amenity,arts_centre,San Francisco,Haight Street
The Fairmont San Francisco Hotel,tourism,hotel,San Francisco,Mason Street
The Feeney Way,highway,pedestrian,,
The Feeney Way,highway,residential,,
The Feeney Way,highway,service,,
"The Ferry Terminal, A Landmark Transformed",tourism,information,,
The Fillmore,amenity,theatre,San Francisco,Geary Boulevard
The Fillmore Street Cafe,amenity,cafe,San Francisco,Fillmore Street
The Final Touch,shop,beauty,,Presidio Avenue
The Firehouse at Fort Mason,other,yes,,
The Firm Fitness,leisure,fitness_centre,,Frederick Street
The First Dynamite Factory In America,other,yes,,
The Fitzgerald,building,residential,San Francisco,Bryant Street
The Fitzgerald Hotel,tourism,hotel,,Post Street
The Floral Designer,shop,florist,,Hyde Street
The Flyer,amenity,theatre,,
The Fold,amenity,cafe,San Francisco,26th Street
The Folger Coffee Company Building,building,yes,,
The Food Pavillion,amenity,cafe,,Innes Avenue
The Frame and Eye,shop,optician,,Judah Street
The Francisca Club,building,yes,,Sutter Street
The Frederick,building,yes,,Frederick Street
The French Spot,shop,bakery,San Francisco,Larkin Street
The French Tulip,shop,florist,San Francisco,24th Street
The Front Porch,amenity,restaurant,San Francisco,29th Street
The Fudgery,other,yes,,
The Futon Shop,shop,bed,,Cesar Chavez Street
The Fuzzy Place,amenity,arts_centre,,Folsom Street
The Gables,shop,stationery,,Geary Boulevard
The Game Parlour,amenity,cafe,San Francisco,Irving Street
The Gantry,landuse,residential,San Francisco,3rd Street
The Garage,shop,car_repair,San Francisco,10th Street
The Garcia & Maggini Warehouse,other,yes,,
The Garden Court,amenity,restaurant,,
The Garden Restaurant,amenity,restaurant,San Francisco,Kearny Street
The Gateway Center East,building,mixed_use,,
The Gateway Center West,building,mixed_use,,
the Gateway East Tower,building,apartments,San Francisco,Davis Court
the Gateway vistaSouth,building,yes,San Francisco,Davis Court
the Gateway vistaSouth,building,yes,San Francisco,Davis Court
the Gateway vistaWest,building,apartments,San Francisco,Battery Street
The Gears,leisure,garden,,
The George,building,apartments,San Francisco,Minna Street
The Gifts You Take Are Equal To The Gifts You Make,tourism,artwork,,
The Girls' Lounge,other,yes,,Geary Boulevard
The Gold Cane,amenity,pub,,Haight Street
The Golden Fire Hydrant,other,yes,,
The Golden Gate (info board),tourism,information,,
The Golden Gate and San Francisco Bay,tourism,information,,
The Golden Gate Bridge,tourism,information,,
The Golden Hour,shop,clothes,,Clement Street
The Golden West,other,yes,,Trinity Place
The Grand,amenity,nightclub,,4th Street
The Grant Hotel,tourism,hotel,San Francisco,Bush Street
The Grateful Head,shop,hairdresser,San Francisco,West Portal Avenue
The Great Highway,tourism,gallery,San Francisco,Lawton Street
The Great Northern,amenity,bar,San Francisco,Utah Street
The Great Stairs at Grace Cathedral,highway,pedestrian,,
The Green Cross,shop,cannabis,San Francisco,Mission Street
The Green Door Massage,shop,massage,,
The Green Heron,amenity,bar,,Haight Street
The Grind Cafe,amenity,cafe,,Haight Street
The Grocery Store,shop,clothes,,Sacramento Street
The Grove,amenity,restaurant,San Francisco,Mission Street
The Grove Inn,tourism,hotel,San Francisco,Grove Street
The Haight Mural,tourism,artwork,,
The Hairapist,shop,hairdresser,,Balboa Street
The Hairball,other,yes,,
The Halal Guys,amenity,fast_food,,O'Farrell Street
The Halfway Club,amenity,bar,,Geneva Avenue
The Hamilton,building,apartments,San Francisco,O'Farrell Street
The Handlery Union Square Hotel,tourism,hotel,,
The Happy Vegan,other,yes,,Bayshore Boulevard
The Harlequin,amenity,restaurant,San Francisco,4th Street
The Harrison,other,yes,,
The Hassell Law Group,office,lawyer,San Francisco,19th Avenue
The Hawaiians (Mother and Child),tourism,artwork,,
The Hayes,building,apartments,San Francisco,Page Street
The Hayes Laundry,shop,laundry,,Hayes Street
The Hearth,amenity,bar,,Geary Boulevard
The Heel & I,other,yes,,8th Avenue
The Herb Inn,tourism,hostel,,Ashbury Street
The Hibernia,amenity,events_venue,,
The Hibernia Bank Building,building,yes,San Francisco,Jones Street
The Hidden Court,landuse,residential,San Francisco,26th Street
The Higher Consciousness,shop,gift,,Haight Street
The History of Sourdough Bread,tourism,information,,
The Hollow Cow,shop,deli,,Greenwich Street
The Homes on Esprit Park,building,residential,San Francisco,Minnesota Street
The Hook,amenity,restaurant,,
The Horse in the Army: Presidio Cavalry Stables,tourism,information,,
The Horseshoe,amenity,bar,,
The House of Hummus,amenity,restaurant,San Francisco,Masonic Avenue
The Howard,amenity,events_venue,,Howard Street
The Hub,amenity,coworking_space,,
The Hub by BXP,shop,bicycle,,
The Humidor,shop,tobacco,San Francisco,Chestnut Street
The Hungry Café,amenity,cafe,,Evans Avenue
The Hungry Spot,amenity,restaurant,,Hayes Street
The Huntington Hotel,tourism,hotel,San Francisco,California Street
The Hyde Out,amenity,pub,San Francisco,Hyde Street
The Ice Cream Bar,amenity,cafe,San Francisco,Cole Street
The Independent,amenity,theatre,San Francisco,Divisadero Street
The Infinity,landuse,residential,,
The Infinity I,building,apartments,San Francisco,Main Street
The Infinity II,building,apartments,San Francisco,Spear Street
The Inn at Union Square San Francisco,tourism,hotel,San Francisco,Post Street
The International Library of Young Authors,amenity,social_centre,,Valencia Street
The Interval,amenity,bar,,
The Inverness,building,yes,San Francisco,Van Ness Avenue
The Italian Homemade Company,amenity,restaurant,San Francisco,Columbus Avenue
The Italian Homemade Company,amenity,restaurant,,Franklin Street
"The Jay, Autograph Collection",tourism,hotel,San Francisco,Clay Street
The Jelly Donut,amenity,restaurant,San Francisco,24th Street
The John A. Legnitto Environmental Learning Center,building,yes,San Francisco,Tunnel Avenue
The Jug Shop,shop,alcohol,,Pacific Avenue
The Junior League of San Francisco,office,association,,Fillmore Street
The Kezar Pub,amenity,pub,San Francisco,Stanyan Street
The Kira Shop,shop,gift,San Francisco,9th Avenue
The Knockout,amenity,bar,San Francisco,Mission Street
The Lab,amenity,arts_centre,,16th Street
The Landing,building,apartments,San Francisco,22nd Street
The Landmark,building,residential,,Grant Avenue
The Lark,other,yes,San Francisco,3rd Street
The Lark Bar,amenity,bar,San Francisco,Market Street
The Last Straw,shop,clothes,San Francisco,Irving Street
The Laughing Monk,amenity,pub,,Fulton Street
The Laundromat SF,amenity,restaurant,,Balboa Street
The Laundry Corner,shop,laundry,San Francisco,7th Avenue
The Laurel Inn,tourism,hotel,San Francisco,Presidio Avenue
The Laurel School,amenity,school,,9th Avenue
The Law Café,amenity,restaurant,San Francisco,McAllister Street
The Law Office of Shay Aaron Gilmore,other,yes,,
The Law Offices of Jeannette A. Vaccaro PC,office,lawyer,San Francisco,Embarcadero Center
the Learning Place,amenity,training,San Francisco,Taraval Street
The Liberties,amenity,bar,San Francisco,Guerrero Street
The Library,amenity,bar,,
The Light House,building,residential,San Francisco,Dolores Street
The Lightbox Café,amenity,cafe,,
The Lilac Mural Project,tourism,attraction,,Lilac Street
The Line,tourism,hotel,,
The Line of Life,tourism,artwork,,
The Little Chihuahua,amenity,fast_food,,Polk Street
The Little Chihuahua,amenity,restaurant,San Francisco,24th Street
The Little Chihuahua,amenity,restaurant,San Francisco,Divisadero Street
The Little Lodge,other,yes,San Francisco,12th Avenue
